film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture
The Dawns Here Are Quiet,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Hot Rock,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Pete 'n' Tillie,1972,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Norman Rockwell's World...An American Dream,1972,1.0,1.0,0.0,0.0,0.0,,,,,
Elvis on Tour,1972,,,,,,1.0,1.0,0.0,0.0,0.0
Sapporo Winter Olympics,1972,,,,,,1.0,0.0,0.0,0.0,0.0
Frog Story,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Ruling Class,1972,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kansas City Bomber,1972,,,,,,1.0,0.0,1.0,0.0,0.0
Sleuth,1972,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The New Land,1972,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sounder,1972,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Getaway,1972,,,,,,1.0,0.0,0.0,0.0,0.0
Molly and Lawless John,1972,,,,,,1.0,0.0,0.0,0.0,0.0
Selling Out,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Effect of Gamma Rays on Man-In-The-Moon Marigolds,1972,,,,,,1.0,0.0,1.0,0.0,0.0
Avanti!,1972,,,,,,6.0,1.0,5.0,1.0,0.0
The Little Ark,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Life and Times of Judge Roy Bean,1972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fat City,1972,1.0,0.0,1.0,0.0,0.0,,,,,
Mirage,1972,,,,,,1.0,0.0,0.0,0.0,0.0
Hundertwasser's Rainy Day,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Poseidon Adventure,1972,9.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0
Cries and Whispers,1972,,,,,,1.0,0.0,0.0,0.0,0.0
Russia,1972,,,,,,1.0,0.0,0.0,0.0,0.0
I Love You Rosa,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Deliverance,1972,3.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Butterflies Are Free,1972,3.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0
Play It as It Lays,1972,,,,,,1.0,0.0,1.0,0.0,0.0
Solo,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Emigrants,1972,4.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
1776,1972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Marjoe,1972,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Living Free,1972,,,,,,1.0,0.0,0.0,0.0,0.0
"X, Y & Zee",1972,,,,,,1.0,0.0,0.0,0.0,0.0
Walls of Fire,1972,,,,,,1.0,1.0,0.0,0.0,0.0
Ape and Super-Ape,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Young Winston,1972,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Manson,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Man of La Mancha,1972,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Malcolm X,1972,1.0,0.0,0.0,0.0,0.0,,,,,
 Roma (1972),1972,,,,,,1.0,0.0,0.0,0.0,0.0
Lady Sings the Blues,1972,5.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
One Is a Lonely Number,1972,,,,,,1.0,0.0,1.0,0.0,0.0
Ben,1972,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tup Tup,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Travels with My Aunt,1972,4.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Frenzy,1972,,,,,,4.0,0.0,2.0,0.0,0.0
Limelight,1972,1.0,1.0,0.0,0.0,0.0,,,,,
The Godfather,1972,9.0,3.0,4.0,2.0,1.0,6.0,4.0,4.0,2.0,1.0
The Tide of Traffic,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Images,1972,,,,,,1.0,0.0,0.0,0.0,0.0
Napoleon and Samantha,1972,1.0,0.0,0.0,0.0,0.0,,,,,
This Tiny World,1972,1.0,1.0,0.0,0.0,0.0,,,,,
Cabaret,1972,10.0,8.0,4.0,3.0,0.0,7.0,3.0,5.0,3.0,1.0
The Heartbreak Kid,1972,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
images,1972,1.0,0.0,0.0,0.0,0.0,,,,,
My Dearest Señorita,1972,1.0,0.0,0.0,0.0,0.0,,,,,
K-Z,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Kama Sutra Rides Again,1972,1.0,0.0,0.0,0.0,0.0,,,,,
Murmur of the Heart,1972,1.0,0.0,0.0,0.0,0.0,,,,,
The Discreet Charm of the Bourgeoisie,1972,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Summer Wishes, Winter Dreams",1973,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
A Touch of Class,1973,5.0,1.0,2.0,1.0,0.0,5.0,2.0,3.0,2.0,0.0
Love,1973,,,,,,1.0,0.0,0.0,0.0,0.0
Background,1973,1.0,0.0,0.0,0.0,0.0,,,,,
The Great American Cowboy,1973,1.0,1.0,0.0,0.0,0.0,,,,,
American Graffiti,1973,5.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0
Children at Work (Paisti Ag Obair),1973,1.0,0.0,0.0,0.0,0.0,,,,,
The Day of the Jackal,1973,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
The Legend of John Henry,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Brother Sun Sister Moon,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Ash Wednesday,1973,,,,,,1.0,0.0,1.0,0.0,0.0
The Bolero,1973,1.0,1.0,0.0,0.0,0.0,,,,,
Always a New Beginning,1973,1.0,0.0,0.0,0.0,0.0,,,,,
40 Carats,1973,,,,,,1.0,0.0,1.0,0.0,0.0
O Lucky Man!,1973,,,,,,1.0,0.0,0.0,0.0,0.0
The House on Chelouche Street,1973,1.0,0.0,0.0,0.0,0.0,,,,,
A Delicate Balance,1973,,,,,,1.0,0.0,1.0,0.0,0.0
Frank Film,1973,1.0,1.0,0.0,0.0,0.0,,,,,
Kazablan,1973,,,,,,1.0,0.0,0.0,0.0,0.0
Four Stones for Kanemitsu,1973,1.0,0.0,0.0,0.0,0.0,,,,,
The Day of the Dolphin,1973,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Exorcist,1973,10.0,2.0,5.0,0.0,0.0,6.0,4.0,5.0,3.0,1.0
The Last Detail,1973,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Tom Sawyer,1973,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Breezy,1973,,,,,,2.0,0.0,0.0,0.0,0.0
Clockmaker,1973,1.0,0.0,0.0,0.0,0.0,,,,,
The Sting,1973,10.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Day for Night,1973,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Jesus Christ Superstar,1973,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Visions of Eight,1973,,,,,,1.0,1.0,0.0,0.0,0.0
"France, Constantin Costa-Gavras",1973,,,,,,1.0,0.0,0.0,0.0,0.0
Jonathan Livingston Seagull,1973,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
"France, François Truffaut",1973,,,,,,1.0,0.0,0.0,0.0,0.0
Journey to the Outer Limits,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Wattstax,1973,,,,,,1.0,0.0,0.0,0.0,0.0
Paper Moon,1973,3.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
"West Germany, Maximilian Schell",1973,,,,,,1.0,1.0,0.0,0.0,0.0
The Way We Were,1973,6.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
L'Invitation,1973,1.0,0.0,0.0,0.0,0.0,,,,,
"Israel, Menahem Golan",1973,,,,,,1.0,0.0,0.0,0.0,0.0
Ludwig,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Last Tango in Paris,1973,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Live and Let Die,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Battle of Berlin,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Life Times Nine,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Cries and Whispers,1973,5.0,1.0,2.0,0.0,0.0,,,,,
Oklahoma Crude,1973,,,,,,1.0,0.0,0.0,0.0,0.0
Turkish Delight,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Papillon,1973,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Charley and The Angel,1973,,,,,,1.0,0.0,1.0,0.0,0.0
Pulcinella,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Serpico,1973,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Bang the Drum Slowly,1973,1.0,0.0,1.0,0.0,0.0,,,,,
The Pedestrian,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Cinderella Liberty,1973,3.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0
The Paper Chase,1973,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Robin Hood,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Save the Tiger,1973,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0
Princeton: A Search for Answers,1973,1.0,1.0,0.0,0.0,0.0,,,,,
The Movies That Made Us,1973,,,,,,1.0,0.0,0.0,0.0,0.0
"Italy, Pietro Germi",1973,,,,,,1.0,0.0,0.0,0.0,0.0
Christo's Valley Curtain,1973,1.0,0.0,0.0,0.0,0.0,,,,,
Walls of Fire,1973,1.0,0.0,0.0,0.0,0.0,,,,,
The Second Gun,1973,,,,,,1.0,0.0,0.0,0.0,0.0
Electra Glide In Blue,1973,,,,,,1.0,0.0,1.0,0.0,0.0
Earthquake,1974,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Thunderbolt and Lightfoot,1974,1.0,0.0,1.0,0.0,0.0,,,,,
Scenes From a Marriage,1974,,,,,,1.0,0.0,1.0,0.0,0.0
Cats' Play,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Antonia: A Portrait of the Woman,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Godfather Part II,1974,9.0,5.0,5.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0
The Wild and the Brave,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Great Gatsby,1974,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Climb,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Violin,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Daisy Miller,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Amarcord,1974,1.0,1.0,0.0,0.0,0.0,,,,,
The Island at the Top of the World,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Closed Mondays,1974,1.0,1.0,0.0,0.0,0.0,,,,,
Mame,1974,,,,,,2.0,0.0,2.0,0.0,0.0
Chinatown,1974,11.0,1.0,4.0,0.0,0.0,7.0,4.0,5.0,3.0,1.0
Day for Night,1974,3.0,0.0,2.0,0.0,0.0,,,,,
Voyage to Next,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Claudine,1974,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Don't,1974,1.0,1.0,0.0,0.0,0.0,,,,,
The Little Prince,1974,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
The Towering Inferno,1974,8.0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0
The Truce,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Exploratorium,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Longest Yard,1974,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0
City Out of Wilderness,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Winnie the Pooh and Tigger Too,1974,1.0,0.0,0.0,0.0,0.0,,,,,
I am a Dancer,1974,,,,,,1.0,0.0,0.0,0.0,0.0
Alice Doesn't Live Here Anymore,1974,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
"Birds Do It, Bees Do It",1974,,,,,,1.0,0.0,0.0,0.0,0.0
Janis,1974,,,,,,1.0,0.0,0.0,0.0,0.0
Harry and Tonto,1974,2.0,1.0,1.0,1.0,0.0,,,,,
Hearts and Minds,1974,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Shanks,1974,1.0,0.0,0.0,0.0,0.0,,,,,
"Canada, Ted Kotcheff",1974,,,,,,1.0,0.0,0.0,0.0,0.0
"Sweden, Ingmar Bergman",1974,,,,,,1.0,1.0,0.0,0.0,0.0
Hunger,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Three Musketeers,1974,,,,,,2.0,1.0,2.0,1.0,0.0
Planet Ocean,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Phantom of the Paradise,1974,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Gambler,1974,,,,,,1.0,0.0,1.0,0.0,0.0
Blazing Saddles,1974,3.0,0.0,1.0,0.0,0.0,,,,,
One-Eyed Men Are Kings,1974,1.0,1.0,0.0,0.0,0.0,,,,,
John Muir's High Sierra,1974,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Gérard Oury",1974,,,,,,1.0,0.0,0.0,0.0,0.0
Naked Yoga,1974,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Louis Malle",1974,,,,,,1.0,0.0,0.0,0.0,0.0
Murder on the Orient Express,1974,6.0,1.0,2.0,1.0,0.0,,,,,
"Lacombe, Lucien",1974,1.0,0.0,0.0,0.0,0.0,,,,,
Benji,1974,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Harry & Tonto,1974,,,,,,2.0,1.0,2.0,1.0,0.0
Herbie Rides Again,1974,,,,,,1.0,0.0,1.0,0.0,0.0
Lenny,1974,6.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
"Italy, Federico Fellini",1974,,,,,,1.0,0.0,0.0,0.0,0.0
The Front Page,1974,,,,,,2.0,0.0,2.0,0.0,0.0
The Challenge...A Tribute to Modern Art,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Apprenticeship of Duddy Kravitz,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Conversation,1974,3.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
The Concert,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Challenge,1974,,,,,,1.0,0.0,0.0,0.0,0.0
The Dove,1974,,,,,,1.0,0.0,0.0,0.0,0.0
A Woman under the Influence,1974,2.0,0.0,2.0,0.0,0.0,,,,,
A Woman Under The Influence,1974,,,,,,4.0,1.0,3.0,1.0,0.0
The 81st Blow,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Gold,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The Family That Dwelt Apart,1974,1.0,0.0,0.0,0.0,0.0,,,,,
Young Frankenstein,1974,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Animals Are Beautiful People,1974,,,,,,1.0,1.0,0.0,0.0,0.0
The Deluge,1974,1.0,0.0,0.0,0.0,0.0,,,,,
The End of the Game,1975,1.0,1.0,0.0,0.0,0.0,,,,,
Dawn Flight,1975,1.0,0.0,0.0,0.0,0.0,,,,,
The Hindenburg,1975,4.0,1.0,0.0,0.0,0.0,,,,,
Nashville,1975,4.0,1.0,3.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0
Kick Me,1975,1.0,0.0,0.0,0.0,0.0,,,,,
The Sunshine Boys,1975,4.0,1.0,2.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0
"United Kingdom, Trevor Nunn",1975,,,,,,1.0,0.0,0.0,0.0,0.0
The Day of the Locust,1975,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Monsieur Pointu,1975,1.0,0.0,0.0,0.0,0.0,,,,,
The Magic Flute,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Paper Tiger,1975,,,,,,1.0,0.0,0.0,0.0,0.0
Jaws,1975,4.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0
Mahogany,1975,1.0,0.0,0.0,0.0,0.0,,,,,
The Wind and the Lion,1975,2.0,0.0,0.0,0.0,0.0,,,,,
One Flew Over The Cuckoo's Nest,1975,,,,,,5.0,5.0,4.0,4.0,1.0
Land of Promise,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Youthquake,1975,,,,,,1.0,1.0,0.0,0.0,0.0
Fighting for Our Lives,1975,1.0,0.0,0.0,0.0,0.0,,,,,
The Four Musketeers,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Three Days of the Condor,1975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Lies My Father Told Me,1975,1.0,0.0,0.0,0.0,0.0,,,,,
"Sweden, Ingmar Bergman",1975,,,,,,1.0,0.0,0.0,0.0,0.0
Letters from Marusia,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Millions of Years Ahead of Man,1975,1.0,0.0,0.0,0.0,0.0,,,,,
The Story of Adele H.,1975,1.0,0.0,1.0,0.0,0.0,,,,,
The Incredible Machine,1975,1.0,0.0,0.0,0.0,0.0,,,,,
One Flew over the Cuckoo's Nest,1975,9.0,5.0,5.0,4.0,1.0,,,,,
The Man Who Would Be King,1975,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Man in the Glass Booth,1975,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Great,1975,1.0,1.0,0.0,0.0,0.0,,,,,
The Gentleman Tramp,1975,,,,,,1.0,0.0,0.0,0.0,0.0
The Other Half of the Sky: A China Memoir,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Hedda,1975,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Other Side of the Mountain,1975,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Sisyphus,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Amarcord,1975,2.0,0.0,1.0,0.0,0.0,,,,,
Shampoo,1975,4.0,1.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0
Doubletalk,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Hester Street,1975,1.0,0.0,1.0,0.0,0.0,,,,,
Jacqueline Susann's Once Is Not Enough,1975,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Scent of a Woman,1975,2.0,0.0,0.0,0.0,0.0,,,,,
"Give 'em Hell, Harry!",1975,1.0,0.0,1.0,0.0,0.0,,,,,
Dog Day Afternoon,1975,6.0,1.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0
The Return of the Pink Panther,1975,,,,,,3.0,0.0,2.0,0.0,0.0
Probes in Space,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Dersu Uzala,1975,1.0,1.0,0.0,0.0,0.0,,,,,
The California Reich,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Funny Lady,1975,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
A Day in the Life of Bonnie Consolo,1975,1.0,0.0,0.0,0.0,0.0,,,,,
And Now My Love,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Angel and Big Joe,1975,1.0,1.0,0.0,0.0,0.0,,,,,
"U.F.O.s: Past, Present and Future",1975,,,,,,1.0,0.0,0.0,0.0,0.0
The Man Who Skied down Everest,1975,1.0,1.0,0.0,0.0,0.0,,,,,
The Other Half Of The Sky: a China Memoir,1975,,,,,,1.0,0.0,0.0,0.0,0.0
Sandakan No. 8,1975,1.0,0.0,0.0,0.0,0.0,,,,,
"Farewell, My Lovely",1975,1.0,0.0,1.0,0.0,0.0,,,,,
Bite the Bullet,1975,2.0,0.0,0.0,0.0,0.0,,,,,
Lucky Lady,1975,,,,,,1.0,0.0,1.0,0.0,0.0
Conquest of Light,1975,1.0,0.0,0.0,0.0,0.0,,,,,
Whiffs,1975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Give 'Em Hell, Harry!",1975,,,,,,1.0,0.0,1.0,0.0,0.0
French Connection II,1975,,,,,,1.0,0.0,1.0,0.0,0.0
"Canada, Ján Kadár",1975,,,,,,1.0,1.0,0.0,0.0,0.0
Mustang: The House That Joe Built,1975,,,,,,1.0,0.0,0.0,0.0,0.0
Barry Lyndon,1975,7.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Arthur and Lillie,1975,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Claude Lelouch",1975,,,,,,1.0,0.0,0.0,0.0,0.0
Whistling Smith,1975,1.0,0.0,0.0,0.0,0.0,,,,,
"Birds Do It, Bees Do It",1975,1.0,0.0,0.0,0.0,0.0,,,,,
"Italy, Constantin Costa-Gavras",1975,,,,,,1.0,0.0,0.0,0.0,0.0
"Brother, Can You Spare a Dime?",1975,,,,,,1.0,0.0,0.0,0.0,0.0
Tommy,1975,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
The Shootist,1976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Obsession,1976,1.0,0.0,0.0,0.0,0.0,,,,,
American Shoeshine,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Black and White in Color,1976,1.0,1.0,0.0,0.0,0.0,,,,,
The Street,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Off the Edge,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Silver Streak,1976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Jacob, the Liar",1976,1.0,0.0,0.0,0.0,0.0,,,,,
Seven Beauties,1976,4.0,0.0,2.0,0.0,0.0,,,,,
Hollywood on Trial,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Universe,1976,1.0,0.0,0.0,0.0,0.0,,,,,
The Memory of Justice,1976,,,,,,1.0,0.0,0.0,0.0,0.0
The Morning Spider,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Blackwood,1976,1.0,0.0,0.0,0.0,0.0,,,,,
"Sweden, Ingmar Bergman",1976,,,,,,1.0,1.0,0.0,0.0,0.0
The Incredible Sarah,1976,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Ritz,1976,,,,,,3.0,0.0,3.0,0.0,0.0
"France, Jean-Charles Tacchella",1976,,,,,,1.0,0.0,0.0,0.0,0.0
"France, François Truffaut",1976,,,,,,1.0,0.0,0.0,0.0,0.0
Car Wash,1976,,,,,,1.0,0.0,0.0,0.0,0.0
Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Network,1976,9.0,3.0,6.0,2.0,0.0,5.0,4.0,4.0,3.0,0.0
"Italy, Lina Wertmüller",1976,,,,,,1.0,0.0,0.0,0.0,0.0
Nightlife,1976,1.0,0.0,0.0,0.0,0.0,,,,,
The Pink Panther Strikes Again,1976,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The End of the Road,1976,1.0,0.0,0.0,0.0,0.0,,,,,
King Kong,1976,3.0,1.0,0.0,0.0,0.0,,,,,
Voyage of the Damned,1976,3.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Nights and Days,1976,1.0,0.0,0.0,0.0,0.0,,,,,
The Outlaw Josey Wales,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Freaky Friday (1976),1976,,,,,,2.0,0.0,1.0,0.0,0.0
The Omen,1976,2.0,1.0,0.0,0.0,0.0,,,,,
Bound for Glory,1976,6.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Number One,1976,1.0,0.0,0.0,0.0,0.0,,,,,
The Seven-per-cent Solution,1976,2.0,0.0,0.0,0.0,0.0,,,,,
Number Our Days,1976,1.0,1.0,0.0,0.0,0.0,,,,,
All The President's Men,1976,,,,,,4.0,0.0,3.0,0.0,0.0
The Passover Plot,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Dedalo,1976,1.0,0.0,0.0,0.0,0.0,,,,,
"That's Entertainment, Part 2",1976,,,,,,1.0,0.0,0.0,0.0,0.0
The Front,1976,1.0,0.0,0.0,0.0,0.0,,,,,
"Harlan County, U.S.A.",1976,1.0,1.0,0.0,0.0,0.0,,,,,
The Last Tycoon,1976,1.0,0.0,0.0,0.0,0.0,,,,,
The Slipper and the Rose - The Story of Cinderella,1976,,,,,,1.0,0.0,0.0,0.0,0.0
In the Region of Ice,1976,1.0,1.0,0.0,0.0,0.0,,,,,
The Duchess and The Dirtwater Fox,1976,,,,,,1.0,0.0,1.0,0.0,0.0
Half a House,1976,1.0,0.0,0.0,0.0,0.0,,,,,
"United Kingdom, Bryan Forbes",1976,,,,,,1.0,0.0,0.0,0.0,0.0
All the President's Men,1976,8.0,4.0,4.0,1.0,0.0,,,,,
Family Plot,1976,,,,,,1.0,0.0,1.0,0.0,0.0
Logan's Run,1976,3.0,1.0,0.0,0.0,0.0,,,,,
A Star Is Born,1976,4.0,1.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0
Taxi Driver,1976,4.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Leisure,1976,1.0,1.0,0.0,0.0,0.0,,,,,
People of the Wind,1976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Cousin, Cousine",1976,3.0,0.0,1.0,0.0,0.0,,,,,
Face to Face,1976,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Silent Movie,1976,,,,,,4.0,0.0,4.0,0.0,0.0
Rocky,1976,9.0,3.0,5.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0
Carrie,1976,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Marathon Man,1976,1.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0
Wings of an Eagle,1976,,,,,,1.0,0.0,0.0,0.0,0.0
Pipe Dreams,1976,,,,,,1.0,0.0,0.0,0.0,0.0
Two-Minute Warning,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Bugsy Malone,1976,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Fellini's Casanova,1976,2.0,1.0,0.0,0.0,0.0,,,,,
From Noon Till Three,1976,,,,,,1.0,0.0,0.0,0.0,0.0
Kudzu,1976,1.0,0.0,0.0,0.0,0.0,,,,,
Altars of the World,1976,,,,,,1.0,1.0,0.0,0.0,0.0
"Next Stop, Greenwich Village",1976,,,,,,1.0,0.0,1.0,0.0,0.0
